,company,title,location,seniority,category,salary,salary_period
540,ADECCO PERSONNEL PTE LTD,Quality Data Analyst,Central,Executive,Engineering ...,"$3,500to$4,800",Monthly
541,ADECCO PERSONNEL PTE LTD,Data Analyst,Central,Executive,Engineering ...,"$3,500to$5,800",Monthly
542,SANDBOX CONSULTING PTE. LTD.,Data Architect,Islandwide,Executive,Marketing / Public Relations ,"$6,000to$12,000",Monthly
543,EIRE SYSTEMS SINGAPORE PTE. LTD.,Program Manager- Data /  CRM,Islandwide,Executive,Marketing / Public Relations ,"$7,000to$10,000",Monthly
544,BIM  PROFESSIONAL CONSULTANCY PTE. LTD.,BIM Consultant,Central,Executive,Accounting / Auditing / Taxation ...,"$3,000to$4,000",Monthly
545,RUSSELL REYNOLDS ASSOCIATES SINGAPORE PTE. LTD.,"Director, Operations for Asia Pacific",Central,Executive,Accounting / Auditing / Taxation ...,"$11,000to$12,000",Monthly
546,MOBILEWALLA PTE. LTD.,Software Architect,Central,Executive,Accounting / Auditing / Taxation ...,"$7,000to$8,000",Monthly
547,SANDBOX CONSULTING PTE. LTD.,Tableau Lead,Central,Executive,Accounting / Auditing / Taxation ...,"$6,000to$10,000",Monthly
548,ROBERT WALTERS (SINGAPORE) PTE LTD,"Assistant Manager, Brand Marketing",East,Manager,Accounting / Auditing / Taxation ...,"$4,000to$7,000",Monthly
549,GOOGLE ASIA PACIFIC PTE. LTD.,"Operations Associate, Staffing Services (English) - Singapore",East,Manager,Accounting / Auditing / Taxation ...,"$4,500to$9,000",Monthly
550,NATIONAL UNIVERSITY OF SINGAPORE,Research Assistant,East,Middle Management ...,Accounting / Auditing / Taxation ...,"$2,500to$4,000",Monthly
551,INFINEON TECHNOLOGIES ASIA PACIFIC PTE LTD,Senior Accounting Executive,East,Middle Management ...,Accounting / Auditing / Taxation ...,"$5,000to$9,000",Monthly
552,DBS BANK LTD.,"Vice President, Shared Services Team, Group Finance (190000FA)",Central,Executive,Sales / Retail ,"$9,000to$13,000",Monthly
553,POWER IT CONSULTANCY SERVICES PTE. LTD.,Hadoop developer,Central,Executive,Sales / Retail ,"$4,000to$7,000",Monthly
554,HUAWEI INTERNATIONAL PTE. LTD.,Senior Product Manager,Central,Non-executive,Marketing / Public Relations ,"$12,000to$14,000",Monthly
555,STREETSINE SINGAPORE PTE. LTD.,Senior Database Specialist,Central,Non-executive,Marketing / Public Relations ,"$4,000to$6,000",Monthly
556,COCA-COLA SINGAPORE BEVERAGES PTE. LTD.,Trade Analyst,Central,Fresh/entry level ...,Information Technology,"$2,400to$3,300",Monthly
557,NATIONAL UNIVERSITY OF SINGAPORE,Postdoctoral Fellow at Centre for Ageing Research in the Environment,Central,Fresh/entry level ...,Information Technology,"$5,000to$5,800",Monthly
558,ONE ANIMATION PTE. LTD.,Content Coordinator,Central,Manager ...,Engineering ...,"$2,000to$4,000",Monthly
559,Company Undisclosed,Application / Solution Engineer,Central,Manager ...,Engineering ...,"$5,200to$5,500",Monthly
560,ONE ANIMATION PTE. LTD.,Content Manager,Central,Non-executive,Admin / Secretarial ...,"$4,000to$8,000",Monthly
561,TEAMBUILD ENGINEERING & CONSTRUCTION PTE. LTD.,Accounts Executive,Central,Non-executive,Admin / Secretarial ...,"$2,800to$3,600",Monthly
562,RMA CONTRACTS PTE. LTD.,Programme Coordinator,South,Professional ...,Accounting / Auditing / Taxation ...,"$1,800to$2,100",Monthly
563,NTC INTEGRATION (PTE) LTD,Network Engineer Outsource (12 month contract),South,Professional ...,Accounting / Auditing / Taxation ...,"$3,000to$4,500",Monthly
564,GEONAMICS (S) PTE LTD,Laboratory Executive,South,Professional ...,Admin / Secretarial,"$1,800to$2,400",Monthly
565,Ngee Ann Polytechnic,"Executive, Internships (2-Year Fixed-Term) – Office Of Internships & Careers",South,Professional ...,Admin / Secretarial,"$2,000to$4,251",Monthly
566,NIOMETRICS (PTE.) LTD.,Assistant Market Research Analyst,Central,Manager ...,Engineering,"$1,000to$1,800",Monthly
567,NATIONAL UNIVERSITY HOSPITAL (SINGAPORE) PTE LTD,Clinical Research Coordinator (Contract)_O&G Department,Central,Manager ...,Engineering,"$3,000to$5,000",Monthly
568,CHARTERHOUSE PTE. LTD.,Software Consultant,Central,Executive,Information Technology,"$6,000to$9,000",Monthly
569,PERX TECHNOLOGIES PTE. LTD.,Software Engineer,Central,Executive,Information Technology,"$5,000to$10,000",Monthly
570,PERX TECHNOLOGIES PTE. LTD.,Senior Software Engineer,West,Professional,Information Technology,Salary undisclosed,
571,ERNST & YOUNG ADVISORY PTE. LTD.,"Cyber Security Solutions Senior Associate, Advisory, Singapore",West,Professional,Information Technology,"$4,100to$8,200",Monthly
572,ERNST & YOUNG ADVISORY PTE. LTD.,"Cyber Security Solutions Associate, Advisory, Singapore",Central,Executive,Human Resources ,"$3,000to$6,000",Monthly
573,CLOUDGO PTE. LTD.,ServiceNow Solution Architect,Central,Executive,Human Resources ,"$6,000to$10,000",Monthly
574,EDUCARE HUMAN CAPITAL PRIVATE LIMITED,Temp Senior Officer Admin (Changi),West,Fresh/entry level ...,Information Technology,"$2,000to$3,200",Monthly
575,EXQUISITE CONNECTION PTE. LTD.,HR Coordinator,West,Fresh/entry level ...,Information Technology,"$2,000to$3,200",Monthly
576,BUSINESS MONITOR INTERNATIONAL (ASIA) PTE. LTD.,Account Manager,South,Non-executive,Information Technology,"$60,000to$120,000",Annually
577,CROWN ASIA BUS BUILDER PTE. LTD.,Accounting Management Executive,South,Non-executive,Information Technology,"$5,500to$6,500",Monthly
578,SYSTECH ANALYTICS PTE. LTD.,Director & Chief Architect,West,Fresh/entry level ...,Accounting / Auditing / Taxation ...,"$15,000to$25,000",Monthly
579,ACETECH MANPOWER CONSULTANCY PTE LTD,Asset Management Analyst,West,Fresh/entry level ...,Accounting / Auditing / Taxation ...,"$2,800to$3,800",Monthly
580,NATIONAL UNIVERSITY HOSPITAL (SINGAPORE) PTE LTD,Clinical Research Coordinator (Contract)_O&G Department,West,Manager,Engineering ...,"$3,000to$5,000",Monthly
581,IMRB MILLWARD BROWN INTERNATIONAL PTE LTD,Consultant  /  Senior Consultant,West,Manager,Engineering ...,"$7,000to$8,000",Monthly
582,NANYANG TECHNOLOGICAL UNIVERSITY,"Senior Executive, Finance & Procurement (180000AR)",North,Middle Management,Admin / Secretarial,"$3,500to$3,800",Monthly
583,WARC LIMITED (SINGAPORE BRANCH),Editor,North,Middle Management,Admin / Secretarial,"$6,000to$8,000",Monthly
584,WARC LIMITED (SINGAPORE BRANCH),Business Development Manager,East,Middle Management,Advertising / Media ,"$6,000to$8,500",Monthly
585,SOCASH PTE. LTD.,Product leader ( Cash Processing),East,Middle Management,Advertising / Media ,"$5,000to$7,500",Monthly
586,Epworth Community Services,HR Executive,North,Senior Executive,Advertising / Media ,"$2,100to$3,000",Monthly
587,LINKSURE NETWORK HOLDING PTE. LIMITED,Recommender systems Software Engineer,North,Senior Executive,Advertising / Media ,"$6,000to$10,000",Monthly
588,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,Delivery Technical Consultant,"West, Central",Senior Executive,Advertising / Media ,"$4,000to$6,000",Monthly
589,LINKSURE NETWORK HOLDING PTE. LIMITED,Senior Developer (IOS),"West, Central",Senior Executive,Advertising / Media ,"$6,000to$9,000",Monthly
590,HKM HR MANAGEMENT PTE. LTD.,Assistant Finance Manager,Central,Manager,Public / Civil Service,Salary undisclosed,
591,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,Resourcing Analyst,Central,Manager,Public / Civil Service,"$3,500to$4,000",Monthly
592,JOBFITTER LLP,Account Assistant,Islandwide,Junior Executive,Consulting ,"$1,800to$2,000",Monthly
593,Company Undisclosed,INTELLECTUAL PROPERTY ENGINEER,Islandwide,Junior Executive,Consulting ,Salary undisclosed,
594,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,Principal DBA - DB2 & Oracle,Islandwide,Fresh/entry level ...,Building and Construction,"$7,500to$9,200",Monthly
595,ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,Sr. SAP MM Consultant,Islandwide,Fresh/entry level ...,Building and Construction,Salary undisclosed,
596,Company Undisclosed,Investment Banking Analyst,Islandwide,Manager,F&B,"$7,000to$10,000",Monthly
597,Company Undisclosed,Real Estate Investment Analyst,Islandwide,Manager,F&B,"$7,000to$10,000",Monthly
598,ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,Support Engineer,East,Middle Management,Repair and Maintenance,"$8,000to$9,000",Monthly
599,Public Service Division,"Manager (Service Delivery, Public Sector Transformation Cluster)",East,Middle Management,Repair and Maintenance,Salary undisclosed,
600,DALE BEAUTY CONSULTANCY PTE. LTD.,Marketing Manager,Central,Manager,Logistics / Supply Chain,"$4,000to$6,000",Monthly
601,S C MOHAN PAC,ADMIN ASSITANTS,Central,Manager,Logistics / Supply Chain,"$1,500to$2,500",Monthly
602,AVEPOINT SINGAPORE PTE. LTD.,Commercial Sales,Central,Professional,Public / Civil Service,"$6,000to$8,000",Monthly
603,SIA PARTNERS SINGAPORE PTE. LTD.,Management Consultant,Central,Professional,Public / Civil Service,"$4,500to$6,500",Monthly
604,CIMB BANK BERHAD,"Assistant Vice President, Solution Architect and Technical Delivery Lead",Central,Junior Executive,Advertising / Media ,"$7,800to$8,700",Monthly
605,NIKE TRADING COMPANY B.V. SINGAPORE BRANCH,"Sourcing Snr Analyst, Manufacturing",Central,Junior Executive,Advertising / Media ,"$6,900to$11,000",Monthly
606,CRITEO SINGAPORE PTE. LTD.,"FP&A Lead, South APAC",Central,Executive,Advertising / Media ,"$109,360to$164,040",Annually
607,NCS PTE. LTD.,Senior  /  Mobility Engineer (UX UI),Central,Executive,Advertising / Media ,"$4,500to$9,000",Monthly
608,PAN ASIA LOGISTICS SINGAPORE PTE. LTD.,Warehouse Admin Assistant (Tuas - Contract 3-6 months),South,Professional,Information Technology,"$1,600to$1,800",Monthly
609,ROBERT WALTERS (SINGAPORE) PTE LTD,Investment Operations Analyst,South,Professional,Information Technology,"$4,000to$5,000",Monthly
610,A-VINZ PTE. LTD.,Admin Clerk,Islandwide,Professional,Information Technology,"$1,500to$2,500",Monthly
611,ROBERT WALTERS (SINGAPORE) PTE LTD,AVP KYC / FCC Consultant,Islandwide,Professional,Information Technology,"$9,000to$11,000",Monthly
612,WLI PTE. LTD.,Ecommerce sales,Islandwide,Executive,Information Technology,"$1,500to$1,800",Monthly
613,EDEN DESIGN ENGINEERING PTE. LTD.,SENIOR  INSTRUMENTATION DESIGNER,Islandwide,Executive,Information Technology,"$6,500to$8,500",Monthly
614,ONECONNECT FINANCIAL TECHNOLOGY (SINGAPORE) CO. PTE. LTD.,"Manager / Senior Manager, Supply Chain & Trade",Islandwide,Executive,Information Technology,"$60,000to$110,000",Annually
615,RMA CONTRACTS PTE. LTD.,Information Technology Coordinator,Islandwide,Executive,Information Technology,"$6,000to$7,500",Monthly
616,LEADING ENERGY PTE. LTD.,senior instrumentation designer,Central,Professional,Human Resources ,"$6,500to$8,500",Monthly
617,PSB ACADEMY PTE. LTD.,"Laboratory Technologist, School of LIfe and Physical Sciences",Central,Professional,Human Resources ,Salary undisclosed,
618,UNISOFT INFOTECH PTE LTD,Product Head,Central,Manager,Information Technology,"$9,000to$12,000",Monthly
619,ASM FRONT-END MANUFACTURING SINGAPORE PTE. LTD.,Buyer,Central,Manager,Information Technology,"$3,000to$5,000",Monthly
620,A*STAR RESEARCH ENTITIES,Senior Research Engineer (ARTC),Central,Executive,Information Technology ...,"$3,400to$6,800",Monthly
621,APL CO. PTE LTD,"Specialist / Senior Specialist, Reefer Process",Central,Executive,Information Technology ...,"$4,000to$6,000",Monthly
622,APL CO. PTE LTD,"Specialist / Senior Specialist, Reefer Process",Central,Senior Management,Information Technology ...,"$3,000to$4,500",Monthly
623,NANYANG TECHNOLOGICAL UNIVERSITY,Research Fellow,Central,Senior Management,Information Technology ...,"$4,000to$8,000",Monthly
624,GERSON LEHRMAN GROUP SINGAPORE PTE. LTD.,Partnership Manager,Central,Senior Executive,Professional Services,"$55,000to$95,000",Annually
625,SUEZ WATER TECHNOLOGIES & SOLUTIONS SINGAPORE PTE. LTD.,Senior Process Engineer,Central,Senior Executive,Professional Services,"$11,000to$13,000",Monthly
626,RANDSTAD PTE. LIMITED,Supply Chain Analyst (Manufacturing /  Semiconductor),Central,Junior Executive,Others,"$3,800to$5,000",Monthly
627,HP PPS SINGAPORE (SALES) PTE. LTD.,Transition Manager - PC Services,Central,Junior Executive,Others,"$6,000to$10,000",Monthly
628,MITSUBISHI CHEMICAL INFONICS PTE LTD,PRODUCTION ENGINEERS,East,Executive,Engineering ...,"$2,900to$3,800",Monthly
629,DOVRE GROUP (SINGAPORE) PTE. LTD.,Project Engineer I,East,Executive,Engineering ...,"$5,000to$7,000",Monthly
630,PERX TECHNOLOGIES PTE. LTD.,"Director, Product Management",West,Junior Executive,Marketing / Public Relations ,Salary undisclosed,
631,THE SUPREME HR ADVISORY PTE. LTD.,Aerospace Technician [CAAS /  Overhaul /  Pneumatic],West,Junior Executive,Marketing / Public Relations ,"$2,000to$2,400",Monthly
632,WHALE CLOUD SINGAPORE PTE. LTD.,Software Engineer,East,Executive,Engineering,"$3,000to$3,400",Monthly
633,ANIXTER SINGAPORE PTE LTD,inside Sales Executive,East,Executive,Engineering,"$2,800to$4,500",Monthly
634,CAPGEMINI SINGAPORE PTE. LTD.,"Developers (Fullstack, Frontend, Python, RPA)",North,Executive,Admin / Secretarial ...,"$4,500to$8,500",Monthly
635,DOVRE GROUP (SINGAPORE) PTE. LTD.,Project Engineer I,North,Executive,Admin / Secretarial ...,"$5,000to$7,000",Monthly
636,CATALYST RECOVERY SINGAPORE PTE. LTD.,Asst / Test Engineer,East,Executive,Accounting / Auditing / Taxation,"$2,000to$3,500",Monthly
637,MAKO APAC PTE. LTD.,Risk Analyst,East,Executive,Accounting / Auditing / Taxation,"$80,000to$90,000",Annually
638,OAKTREE CONSULTING,Regional Sales and Marketing Manager(Electrical Components),West,Executive,Engineering,Salary undisclosed,
639,ERNST & YOUNG ADVISORY PTE. LTD.,"Operational Technology Security Senior Associate (SCADA), Advisory, Singapore",West,Executive,Engineering,"$4,100to$8,200",Monthly
640,ERNST & YOUNG ADVISORY PTE. LTD.,"Operational Technology Security Associate (SCADA), Advisory, Singapore",North,Executive,Engineering ...,"$3,000to$6,000",Monthly
641,KIREI JAPANESE FOOD SUPPLY PTE. LTD.,Administration Clerk,North,Executive,Engineering ...,"$1,600to$2,000",Monthly
642,PACIFIC MEDICAL SPECIALIST,Clinic Assistant (O&G),Central,Executive,Engineering ...,Salary undisclosed,
643,I.R.B. LAW LLP,Customer  Service Representative,Central,Executive,Engineering ...,"$1,600to$2,000",Monthly
644,ERNST & YOUNG ADVISORY PTE. LTD.,"Cybersecurity Senior Associate (GRC), Advisory, Singapore",East,Fresh/entry level ...,Engineering ...,"$4,100to$8,200",Monthly
645,ERNST & YOUNG ADVISORY PTE. LTD.,"Cybersecurity Associate (GRC), Advisory, Singapore",East,Fresh/entry level ...,Engineering ...,"$3,000to$6,000",Monthly
646,"Society for the Prevention of Cruelty to Animals, Singapore",FIELD OFFICER (TNRM),Central,Senior Executive,Marketing / Public Relations  ...,Salary undisclosed,
647,CISCO SYSTEMS (USA) PTE. LTD.,Senior Strategy Consultant,Central,Senior Executive,Marketing / Public Relations  ...,"$10,000to$12,500",Monthly
648,NATIONAL UNIVERSITY OF SINGAPORE,Research Engineer  /  Research Associate,West,Senior Executive,Information Technology ...,"$3,333to$5,000",Monthly
649,COSTELLO MEDICAL SINGAPORE PTE. LTD.,Bilingual Mandarin Project Assistant,West,Senior Executive,Information Technology ...,"$3,000to$4,000",Monthly
650,CISCO SYSTEMS (USA) PTE. LTD.,Cyber Security Consulting Systems Engineer,Central,Executive,Engineering ...,"$8,000to$11,200",Monthly
651,COSTELLO MEDICAL SINGAPORE PTE. LTD.,Bilingual Mandarin Medical Writer / Analyst,Central,Executive,Engineering ...,"$4,000to$5,000",Monthly
652,MCAFEE (SINGAPORE) PTE. LTD.,SUPPORT ACCOUNT MANAGER,West,Executive,Admin / Secretarial ...,"$6,500to$7,500",Monthly
653,HEBEI JINBIAO CONSTRUCTION MATERIALS PTE. LTD.,Accountant,West,Executive,Admin / Secretarial ...,"$2,500to$2,500",Monthly
654,LYS ENERGY SOLUTIONS PTE. LTD.,System Engineer (IT / network),Central,Senior Executive,Human Resources ,Salary undisclosed,
655,A-IT INVESTMENT PTE. LTD.,Software Consultant,Central,Senior Executive,Human Resources ,"$4,000to$7,000",Monthly
656,"ALLIED WORLD ASSURANCE COMPANY, LTD",Claims Assistant,Central,Senior Executive,Engineering,"$2,700to$2,900",Monthly
657,HELIX LEISURE PTE. LTD.,Product Operations Manager,Central,Senior Executive,Engineering,"$5,500to$9,000",Monthly
658,A*STAR RESEARCH ENTITIES,"Senior Research Officer (Microbial Fermentation), BioTrans","South, East, Central",Senior Executive,F&B,"$2,500to$5,000",Monthly
659,A*STAR RESEARCH ENTITIES,"Research Officer (Microbial Fermentation), BioTrans","South, East, Central",Senior Executive,F&B,"$2,500to$5,000",Monthly
660,GUMI ASIA PTE. LTD.,Senior Producer,Central,Executive,Information Technology,"$8,000to$9,900",Monthly
661,PCI LIMITED,Purchaser,Central,Executive,Information Technology,"$2,000to$4,000",Monthly
662,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,Network Engineer (Central),"South, East, Central",Manager,Information Technology,Salary undisclosed,
663,S&P GLOBAL ASIAN HOLDINGS PTE. LTD.,"Managing Editor, Agriculture","South, East, Central",Manager,Information Technology,"$8,000to$13,000",Monthly
664,PACIFIC INTEGRATED LOGISTICS PTE LTD,Customer Service Executive,South,Senior Executive,Information Technology,"$1,800to$2,200",Monthly
665,Ministry of Social and Family Development,"Research Specialist, Centre for Research on Rehabilitation and Protection, RPG",South,Senior Executive,Information Technology,Salary undisclosed,
666,S&P GLOBAL ASIAN HOLDINGS PTE. LTD.,Operations Programmer (12 months contract),Central,Manager,Information Technology,"$4,500to$8,500",Monthly
667,KPMG SERVICES PTE. LTD.,"Director, Digital Transformation",Central,Manager,Information Technology,"$9,000to$15,000",Monthly
668,WSH EXPERTS PTE. LTD.,Account Clerk | MOE School,Central,Executive,Information Technology ...,"$1,600to$2,200",Monthly
669,ULTRA CLEAN ASIA PACIFIC PTE. LTD.,Chief Operationg Officer,Central,Executive,Information Technology ...,"$40,000to$80,000",Monthly
670,AMAZON WEB SERVICES SINGAPORE PRIVATE LIMITED,Sr. DevOps Consultant,Central,Professional,Consulting  ...,"$18,000to$25,000",Monthly
671,NANYANG TECHNOLOGICAL UNIVERSITY,Counsellor (180000GB),Central,Professional,Consulting  ...,Salary undisclosed,
672,GOOGLE ASIA PACIFIC PTE. LTD.,Creative Business Partner and Operations Lead - Singapore,West,Senior Executive,Consulting  ...,"$7,700to$15,400",Monthly
673,PERX TECHNOLOGIES PTE. LTD.,Senior Software Engineer / Architect – Blockchain,West,Senior Executive,Consulting  ...,Salary undisclosed,
674,SEARCH PERSONNEL PRIVATE LIMITED,Admin Assistant,Central,Senior Executive,Consulting  ...,"$1,800to$3,000",Monthly
675,GOOGLE ASIA PACIFIC PTE. LTD.,"Industry Manager (English, Vietnamese) - Singapore",Central,Senior Executive,Consulting  ...,"$12,000to$24,000",Monthly
676,CHARTERHOUSE PTE. LTD.,"Senior Engineer, Design Quality Life Sciences MNC",Central,Senior Executive,Information Technology,"$5,500to$7,000",Monthly
